Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Regular price,Categories,Images,Tax status,Tax class
simple,TG-NP-APPLE,Apple Notepad,1,0,visible,Apple Notepad — a die-cut lined notepad by Trademark Greetings.,"Apple Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-apple.webp,taxable,
simple,TG-NP-BIRDS,Birds on a Wire Notepad,1,0,visible,Birds on a Wire Notepad — a die-cut lined notepad by Trademark Greetings.,"Birds on a Wire Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-birds.webp,taxable,
simple,TG-NP-BLUEMITZ,Blue Sailboat Notepad,1,0,visible,Blue Sailboat Notepad — a die-cut lined notepad by Trademark Greetings.,"Blue Sailboat Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-blue-mitzvah.webp,taxable,
simple,TG-NP-PINKMITZ,Pink Butterfly Notepad,1,0,visible,Pink Butterfly Notepad — a die-cut lined notepad by Trademark Greetings.,"Pink Butterfly Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-pink-mitzvah.webp,taxable,
simple,TG-NP-BEIGE4CO,Four Colors Notepad,1,0,visible,Four Colors Notepad — a die-cut lined notepad by Trademark Greetings.,"Four Colors Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-beige-4-colors.webp,taxable,
simple,TG-NP-MUSICALN,Musical Notes Notepad,1,0,visible,Musical Notes Notepad — a die-cut lined notepad by Trademark Greetings.,"Musical Notes Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-musical-notes.webp,taxable,
simple,TG-NP-POLKADOT,Polka Dots Notepad,1,0,visible,Polka Dots Notepad — a die-cut lined notepad by Trademark Greetings.,"Polka Dots Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-polka-dots.webp,taxable,
simple,TG-NP-YELLOWFL,Yellow Flowers Notepad,1,0,visible,Yellow Flowers Notepad — a die-cut lined notepad by Trademark Greetings.,"Yellow Flowers Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-yellow-flowers.webp,taxable,
simple,TG-NP-SCHOOL,Schoolhouse Notepad,1,0,visible,Schoolhouse Notepad — a die-cut lined notepad by Trademark Greetings.,"Schoolhouse Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-school.webp,taxable,
simple,TG-NP-FLOWERPO,Flower Pot Notepad,1,0,visible,Flower Pot Notepad — a die-cut lined notepad by Trademark Greetings.,"Flower Pot Notepad — a die-cut lined notepad by Trademark Greetings. Perfect for notes, lists, and little messages.",1,100,4.95,Notepads,https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/notepads/notepad-flower-pot.webp,taxable,
